Age,Attrition,BusinessTravel,DailyRate,i,Education,EducationField,Gender,HourlyRate,JobLevel,]=,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
30,Yes,Travel_Frequently,109,Research & Development,3,Medical,Female,60,1,Laboratory Technician,2,Single,2422,25725,No,17,3,80,4,3,3,3,2,1
26,No,Travel_Rarely,1066,Research & Development,2,Medical,Male,32,2,Manufacturing Director,4,Married,5472,3334,No,12,3,80,8,2,3,8,7,1
22,No,Travel_Rarely,217,Research & Development,1,Life Sciences,Male,94,1,Laboratory Technician,1,Married,2451,6881,No,15,3,80,4,3,2,4,3,1
48,No,Travel_Rarely,277,Research & Development,3,Life Sciences,Male,97,2,Healthcare Representative,3,Single,4240,13119,No,13,3,80,19,0,3,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,Male,78,3,Healthcare Representative,3,Single,10999,22245,No,14,3,80,27,3,3,15,11,4
41,No,Travel_Rarely,549,Research & Development,2,Medical,Female,42,2,Manufacturing Director,3,Single,5003,23371,No,14,3,80,8,6,3,2,2,2
39,No,Travel_Rarely,466,Research & Development,1,Life Sciences,Female,65,4,Manufacturing Director,4,Married,12742,7060,No,16,3,80,21,3,3,21,6,11
27,No,Travel_Rarely,1055,Research & Development,4,Life Sciences,Female,47,2,Manufacturing Director,4,Married,4227,4658,No,18,3,80,4,2,3,3,2,2
35,No,Travel_Rarely,802,Research & Development,3,Other,Male,45,1,Laboratory Technician,4,Divorced,3917,9541,No,20,4,80,3,4,2,3,2,1
42,No,Travel_Rarely,265,Sales,2,Marketing,Male,90,5,Manager,3,Married,18303,7770,No,13,3,80,21,3,4,1,0,0
50,No,Travel_Rarely,804,Research & Development,3,Life Sciences,Male,64,1,Laboratory Technician,4,Married,2380,20165,No,18,3,80,8,5,3,1,0,0
59,No,Travel_Rarely,715,Research & Development,3,Life Sciences,Female,69,4,Manufacturing Director,4,Single,13726,21829,Yes,13,3,80,30,4,3,5,3,4
37,Yes,Travel_Rarely,1141,Research & Development,2,Medical,Female,61,2,Healthcare Representative,2,Married,4777,14382,No,15,3,80,15,2,1,1,0,0
55,No,Travel_Frequently,135,Research & Development,4,Medical,Male,62,2,Healthcare Representative,2,Married,6385,12992,Yes,14,3,80,17,3,3,8,7,6
41,No,Non-Travel,247,Research & Development,1,Life Sciences,Female,55,5,Research Director,3,Divorced,19973,20284,No,22,4,80,21,3,3,21,16,5
38,No,Travel_Rarely,1035,Sales,4,Life Sciences,Male,42,2,Sales Executive,4,Single,6861,4981,Yes,12,3,80,19,1,3,1,0,0
26,Yes,Non-Travel,265,Sales,2,Medical,Male,79,2,Sales Executive,1,Single,4969,21813,No,18,3,80,7,6,3,2,2,2
52,Yes,Travel_Rarely,266,Sales,1,Marketing,Female,57,5,Manager,4,Married,19845,25846,No,15,3,80,33,3,3,32,14,6
44,No,Travel_Rarely,1448,Sales,3,Medical,Female,53,4,Sales Executive,4,Married,13320,11737,Yes,18,3,80,23,2,3,12,11,11
50,No,Non-Travel,145,Sales,3,Life Sciences,Female,95,2,Sales Executive,3,Married,6347,24920,No,12,3,80,19,3,3,18,7,0
36,Yes,Travel_Rarely,885,Research & Development,4,Life Sciences,Female,43,1,Laboratory Technician,1,Single,2743,8269,No,16,3,80,18,1,3,17,13,15
39,No,Travel_Frequently,945,Research & Development,3,Medical,Female,82,3,Manufacturing Director,1,Single,10880,5083,Yes,13,3,80,21,2,3,21,6,2
33,No,Non-Travel,1038,Sales,1,Life Sciences,Female,88,1,Sales Representative,4,Single,2342,21437,No,19,3,80,3,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,2,Life Sciences,Female,90,4,Manager,4,Married,17650,5404,No,13,3,80,26,4,4,9,3,1
32,No,Non-Travel,1109,Research & Development,4,Medical,Female,69,1,Laboratory Technician,3,Single,4025,11135,No,12,3,80,10,2,3,8,7,7
34,No,Travel_Rarely,216,Sales,4,Marketing,Male,75,2,Sales Executive,4,Divorced,9725,12278,No,11,3,80,16,2,2,15,1,0
59,No,Travel_Rarely,1089,Sales,2,Technical Degree,Male,66,3,Manager,4,Married,11904,11038,Yes,14,3,80,14,1,1,6,4,0
45,No,Travel_Rarely,788,Human Resources,4,Medical,Male,36,1,Human Resources,2,Single,2177,8318,No,16,3,80,6,3,3,6,3,0
53,No,Travel_Frequently,124,Sales,3,Marketing,Female,38,3,Sales Executive,2,Married,7525,23537,No,12,3,80,30,2,3,15,7,6
36,Yes,Travel_Rarely,660,Research & Development,3,Other,Male,81,2,Laboratory Technician,3,Divorced,4834,7858,No,14,3,80,9,3,2,1,0,0
26,Yes,Travel_Frequently,342,Research & Development,3,Life Sciences,Male,57,1,Research Scientist,1,Married,2042,15346,Yes,14,3,80,6,2,3,3,2,1
34,No,Travel_Rarely,1333,Sales,4,Life Sciences,Female,87,1,Sales Representative,3,Married,2220,18410,Yes,19,3,80,1,2,3,1,1,0
28,No,Travel_Rarely,1144,Sales,1,Medical,Male,74,1,Sales Representative,2,Married,1052,23384,No,22,4,80,1,5,3,1,0,0
38,No,Travel_Frequently,1186,Research & Development,4,Other,Male,44,1,Research Scientist,3,Married,2821,2997,No,16,3,80,8,2,3,2,2,2
50,No,Travel_Rarely,1464,Research & Development,4,Medical,Male,62,5,Research Director,3,Married,19237,12853,Yes,11,3,80,29,2,2,8,1,7
37,No,Travel_Rarely,124,Research & Development,3,Other,Female,35,2,Healthcare Representative,2,Single,4107,13848,No,15,3,80,8,3,2,4,3,0
40,No,Travel_Rarely,300,Sales,3,Marketing,Male,74,2,Sales Executive,1,Married,8396,22217,No,14,3,80,8,3,2,7,7,7
26,No,Travel_Frequently,921,Research & Development,1,Medical,Female,66,1,Research Scientist,3,Divorced,2007,25265,No,13,3,80,5,5,3,5,3,1
46,No,Travel_Rarely,430,Research & Development,4,Medical,Male,40,5,Research Director,4,Divorced,19627,21445,No,17,3,80,23,0,3,2,2,2
54,No,Travel_Rarely,1082,Sales,4,Life Sciences,Female,41,3,Sales Executive,3,Married,10686,8392,No,11,3,80,13,4,3,9,4,7
56,No,Travel_Frequently,1240,Research & Development,3,Medical,Female,63,1,Research Scientist,3,Married,2942,12154,No,19,3,80,18,4,3,5,4,0
36,No,Travel_Rarely,796,Research & Development,5,Medical,Female,51,3,Manufacturing Director,4,Single,8858,15669,No,11,3,80,15,2,2,14,8,7
55,No,Non-Travel,444,Research & Development,1,Medical,Male,40,4,Manager,1,Single,16756,17323,No,15,3,80,31,3,4,9,7,6
43,No,Travel_Rarely,415,Sales,3,Medical,Male,79,3,Sales Executive,4,Divorced,10798,5268,No,13,3,80,18,5,3,1,0,0
20,Yes,Travel_Frequently,769,Sales,3,Marketing,Female,54,1,Sales Representative,4,Single,2323,17205,Yes,14,3,80,2,3,3,2,2,0
21,Yes,Travel_Rarely,1334,Research & Development,3,Life Sciences,Female,36,1,Laboratory Technician,1,Single,1416,17258,No,13,3,80,1,6,2,1,0,1
46,No,Travel_Rarely,1003,Research & Development,4,Life Sciences,Female,74,2,Research Scientist,1,Divorced,4615,21029,Yes,23,4,80,19,2,3,16,13,1
51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,Male,34,1,Research Scientist,3,Married,2461,10332,Yes,12,3,80,18,2,4,10,0,2
28,Yes,Non-Travel,1366,Research & Development,2,Technical Degree,Male,72,3,Healthcare Representative,1,Single,8722,12355,No,12,3,80,10,2,2,10,7,1
26,No,Travel_Rarely,192,Research & Development,2,Medical,Male,59,1,Laboratory Technician,1,Married,3955,11141,No,16,3,80,6,2,3,5,3,1
30,No,Travel_Rarely,1176,Research & Development,3,Other,Male,85,2,Manufacturing Director,1,Married,9957,9096,No,15,3,80,7,1,2,6,2,0
41,No,Travel_Rarely,509,Research & Development,2,Technical Degree,Female,43,1,Research Scientist,3,Married,3376,18863,No,13,3,80,10,3,3,10,6,0
38,No,Travel_Rarely,330,Research & Development,1,Life Sciences,Female,65,3,Healthcare Representative,3,Married,8823,24608,No,18,3,80,20,4,2,19,9,1
40,No,Travel_Rarely,1492,Research & Development,4,Technical Degree,Male,61,3,Healthcare Representative,4,Married,10322,26542,No,20,4,80,14,6,3,11,10,11
27,No,Non-Travel,1277,Research & Development,5,Life Sciences,Male,87,1,Laboratory Technician,3,Married,4621,5869,No,19,3,80,3,4,3,3,2,1
55,No,Travel_Frequently,1091,Research & Development,1,Life Sciences,Male,65,3,Manufacturing Director,2,Married,10976,15813,No,18,3,80,23,4,3,3,2,1
28,No,Travel_Rarely,857,Research & Development,3,Other,Female,59,2,Research Scientist,3,Single,3660,7909,No,13,3,80,10,4,4,8,7,1
44,Yes,Travel_Rarely,1376,Human Resources,2,Medical,Male,91,3,Human Resources,1,Married,10482,2326,No,14,3,80,24,1,3,20,6,3
33,No,Travel_Rarely,654,Research & Development,3,Life Sciences,Male,34,3,Healthcare Representative,4,Divorced,7119,21214,No,15,3,80,9,2,3,3,2,1
35,Yes,Travel_Rarely,1204,Sales,3,Technical Degree,Male,86,3,Sales Executive,1,Single,9582,10333,Yes,22,4,80,9,2,3,8,7,4
33,Yes,Travel_Frequently,827,Research & Development,4,Medical,Female,54,2,Research Scientist,3,Single,4508,3129,No,22,4,80,14,4,3,13,7,3
28,No,Travel_Rarely,895,Research & Development,2,Life Sciences,Male,50,1,Laboratory Technician,3,Divorced,2207,22482,No,16,3,80,4,5,2,4,2,2
34,No,Travel_Frequently,618,Research & Development,1,Life Sciences,Male,45,2,Healthcare Representative,4,Single,7756,22266,No,17,3,80,7,1,2,6,2,0
37,No,Travel_Rarely,309,Sales,4,Life Sciences,Female,88,2,Sales Executive,4,Divorced,6694,24223,Yes,14,3,80,8,5,3,1,0,0
25,Yes,Travel_Rarely,1219,Research & Development,1,Technical Degree,Male,32,1,Laboratory Technician,4,Married,3691,4605,Yes,15,3,80,7,3,4,7,7,5
26,Yes,Travel_Rarely,1330,Research & Development,3,Medical,Male,37,1,Laboratory Technician,3,Divorced,2377,19373,No,20,4,80,1,0,2,1,1,0
33,Yes,Travel_Rarely,1017,Research & Development,3,Medical,Male,55,1,Research Scientist,2,Single,2313,2993,Yes,20,4,80,5,0,3,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,Medical,Male,35,4,Manager,1,Married,17665,14399,No,17,3,80,23,3,3,22,6,13
28,Yes,Travel_Frequently,1009,Research & Development,3,Medical,Male,45,1,Laboratory Technician,2,Divorced,2596,7160,No,15,3,80,1,2,3,1,0,0
50,Yes,Travel_Frequently,959,Sales,4,Other,Male,81,2,Sales Executive,3,Single,4728,17251,Yes,14,3,80,5,4,3,0,0,0
33,No,Travel_Frequently,970,Sales,3,Life Sciences,Female,30,2,Sales Executive,2,Married,4302,13401,No,17,3,80,4,3,3,3,2,0
34,No,Non-Travel,697,Research & Development,4,Life Sciences,Male,40,1,Research Scientist,4,Married,2979,22478,No,17,3,80,6,2,3,0,0,0
48,No,Non-Travel,1262,Research & Development,4,Medical,Male,35,4,Manager,4,Single,16885,16154,No,22,4,80,27,3,2,5,4,2
45,No,Non-Travel,1050,Sales,4,Life Sciences,Female,65,2,Sales Executive,3,Married,5593,17970,No,13,3,80,15,2,3,15,10,4
52,No,Travel_Rarely,994,Research & Development,4,Life Sciences,Male,87,3,Healthcare Representative,2,Single,10445,15322,No,19,3,80,18,4,3,8,6,4
38,No,Travel_Rarely,770,Sales,4,Marketing,Male,73,3,Sales Executive,3,Divorced,8740,5569,Yes,14,3,80,9,2,3,8,7,2
29,No,Travel_Rarely,1107,Research & Development,4,Life Sciences,Female,93,1,Research Scientist,4,Divorced,2514,26968,No,22,4,80,11,1,3,7,5,1
28,No,Travel_Rarely,950,Research & Development,3,Medical,Female,93,3,Manufacturing Director,2,Divorced,7655,8039,No,17,3,80,10,3,2,9,7,1
46,No,Travel_Rarely,406,Sales,1,Marketing,Male,52,4,Manager,3,Married,17465,15596,No,12,3,80,23,3,3,12,9,4
38,No,Travel_Rarely,130,Sales,2,Marketing,Male,32,3,Sales Executive,2,Single,7351,20619,No,16,3,80,10,2,3,1,0,0
43,No,Travel_Frequently,1082,Research & Development,3,Life Sciences,Female,83,3,Manufacturing Director,1,Married,10820,11535,No,11,3,80,18,1,3,8,7,0
39,Yes,Travel_Frequently,203,Research & Development,3,Life Sciences,Male,84,4,Healthcare Representative,4,Divorced,12169,13547,No,11,3,80,21,4,3,18,7,11
40,No,Travel_Rarely,1308,Research & Development,3,Medical,Male,44,5,Research Director,3,Single,19626,17544,No,14,3,80,21,2,4,20,7,4
21,No,Travel_Rarely,984,Research & Development,1,Technical Degree,Female,70,1,Research Scientist,2,Single,2070,25326,Yes,11,3,80,2,6,4,2,2,2
39,No,Non-Travel,439,Research & Development,3,Life Sciences,Male,70,2,Laboratory Technician,2,Single,6782,8770,No,15,3,80,9,2,2,5,4,0
36,No,Non-Travel,217,Research & Development,4,Life Sciences,Male,78,2,Manufacturing Director,4,Single,7779,23238,No,20,4,80,18,0,3,11,9,0
31,No,Travel_Frequently,793,Sales,3,Life Sciences,Male,67,1,Sales Representative,4,Married,2791,21981,No,12,3,80,3,4,3,2,2,2
28,No,Travel_Rarely,1451,Research & Development,1,Life Sciences,Male,67,1,Research Scientist,2,Married,3201,19911,No,17,3,80,6,2,1,5,3,0
35,No,Travel_Frequently,1182,Sales,2,Marketing,Male,54,2,Sales Executive,4,Divorced,4968,18500,No,11,3,80,5,3,3,5,2,0
49,No,Travel_Rarely,174,Sales,4,Technical Degree,Male,56,4,Sales Executive,2,Married,13120,11879,No,17,3,80,22,3,3,9,8,2
34,No,Travel_Frequently,1003,Research & Development,2,Life Sciences,Male,95,2,Manufacturing Director,3,Single,4033,15834,No,11,3,80,5,3,2,3,2,0
29,No,Travel_Frequently,490,Research & Development,3,Life Sciences,Female,61,1,Research Scientist,2,Divorced,3291,17940,No,14,3,80,8,2,2,7,5,1
42,No,Travel_Rarely,188,Research & Development,3,Medical,Male,56,2,Laboratory Technician,4,Single,4272,9558,No,19,3,80,16,3,3,1,0,0
29,No,Travel_Rarely,718,Research & Development,1,Medical,Male,79,2,Manufacturing Director,4,Married,5056,17689,Yes,15,3,80,10,2,2,10,7,1
38,No,Travel_Rarely,433,Human Resources,3,Human Resources,Male,37,1,Human Resources,3,Married,2844,6004,No,13,3,80,7,2,4,7,6,5
28,No,Travel_Frequently,773,Research & Development,3,Life Sciences,Male,39,1,Research Scientist,3,Divorced,2703,22088,Yes,14,3,80,3,2,3,3,1,0
18,Yes,Non-Travel,247,Research & Development,1,Medical,Male,80,1,Laboratory Technician,3,Single,1904,13556,No,12,3,80,0,0,3,0,0,0
33,Yes,Travel_Rarely,603,Sales,4,Marketing,Female,77,2,Sales Executive,1,Single,8224,18385,Yes,17,3,80,6,3,3,5,2,0
41,No,Travel_Rarely,167,Research & Development,4,Life Sciences,Male,46,1,Laboratory Technician,4,Married,4766,9051,Yes,11,3,80,6,4,3,1,0,0
31,Yes,Travel_Frequently,874,Research & Development,3,Medical,Male,72,1,Laboratory Technician,3,Married,2610,6233,No,12,3,80,2,5,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,2,Medical,Female,52,2,Healthcare Representative,4,Divorced,5731,17171,No,13,3,80,9,2,3,6,2,1
27,No,Travel_Rarely,199,Research & Development,3,Life Sciences,Male,55,1,Research Scientist,3,Married,2539,7950,No,13,3,80,4,0,3,4,2,2
34,No,Travel_Rarely,1400,Sales,1,Life Sciences,Female,70,2,Sales Executive,3,Married,5714,5829,No,20,4,80,6,3,2,6,5,1
35,No,Travel_Rarely,528,Human Resources,4,Technical Degree,Male,100,1,Human Resources,3,Single,4323,7108,No,17,3,80,6,2,1,5,4,1
29,Yes,Travel_Rarely,408,Sales,1,Life Sciences,Female,45,3,Sales Executive,1,Married,7336,11162,No,13,3,80,11,3,1,11,8,3
40,No,Travel_Frequently,593,Research & Development,4,Medical,Female,88,3,Research Director,3,Single,13499,13782,No,17,3,80,20,3,2,18,7,2
42,Yes,Travel_Frequently,481,Sales,3,Life Sciences,Male,44,4,Sales Executive,1,Single,13758,2447,Yes,12,3,80,22,2,2,21,9,13
42,No,Travel_Rarely,647,Sales,4,Marketing,Male,45,2,Sales Executive,1,Single,5155,2253,No,13,3,80,9,3,4,6,4,1
35,No,Travel_Rarely,982,Research & Development,4,Medical,Male,58,1,Laboratory Technician,3,Married,2258,16340,No,12,3,80,10,2,3,8,0,1
24,No,Travel_Rarely,477,Research & Development,3,Medical,Male,49,1,Laboratory Technician,2,Single,3597,6409,No,22,4,80,6,2,3,4,3,1
28,Yes,Travel_Rarely,1485,Research & Development,1,Life Sciences,Female,79,1,Laboratory Technician,4,Married,2515,22955,Yes,11,3,80,1,4,2,1,1,0
26,No,Travel_Rarely,1384,Research & Development,4,Medical,Male,82,1,Laboratory Technician,4,Married,4420,13421,No,22,4,80,8,2,3,8,7,0
30,No,Travel_Rarely,852,Sales,3,Marketing,Male,72,2,Sales Executive,3,Married,6578,2706,No,18,3,80,10,3,3,10,3,1
40,No,Travel_Frequently,902,Research & Development,2,Medical,Female,92,2,Research Scientist,4,Married,4422,21203,Yes,13,3,80,16,3,1,1,1,0
35,No,Travel_Rarely,819,Research & Development,3,Life Sciences,Male,44,3,Manufacturing Director,2,Divorced,10274,19588,No,18,3,80,15,2,4,7,7,6
34,No,Travel_Frequently,669,Research & Development,3,Medical,Male,97,2,Healthcare Representative,1,Single,5343,25755,No,20,4,80,14,3,3,13,9,4
35,No,Travel_Frequently,636,Research & Development,4,Other,Male,47,1,Laboratory Technician,4,Married,2376,26537,No,13,3,80,2,2,4,2,2,2
43,Yes,Travel_Rarely,1372,Sales,3,Marketing,Female,85,2,Sales Executive,3,Single,5346,9489,No,13,3,80,7,2,2,4,3,1
32,No,Non-Travel,862,Sales,1,Life Sciences,Female,76,1,Sales Representative,1,Divorced,2827,14947,No,12,3,80,1,3,3,1,0,0
56,No,Travel_Rarely,718,Research & Development,4,Technical Degree,Female,92,5,Manager,1,Divorced,19943,18575,No,13,3,80,28,2,3,5,2,4
29,No,Travel_Rarely,1401,Research & Development,1,Medical,Female,54,1,Laboratory Technician,4,Married,3131,26342,No,13,3,80,10,5,3,10,8,0
19,No,Travel_Rarely,645,Research & Development,2,Life Sciences,Male,54,1,Research Scientist,1,Single,2552,7172,No,25,4,80,1,4,3,1,1,0
45,No,Travel_Rarely,1457,Research & Development,3,Medical,Female,83,1,Research Scientist,3,Married,4477,20100,Yes,19,3,80,7,2,2,3,2,0
37,No,Travel_Rarely,977,Research & Development,3,Life Sciences,Female,56,2,Manufacturing Director,4,Married,6474,9961,No,13,3,80,14,2,2,14,8,3
20,No,Travel_Rarely,805,Research & Development,3,Life Sciences,Male,87,1,Laboratory Technician,3,Single,3033,12828,No,12,3,80,2,2,2,2,2,1
44,Yes,Travel_Rarely,1097,Research & Development,4,Life Sciences,Male,96,1,Research Scientist,3,Single,2936,10826,Yes,11,3,80,6,4,3,6,4,0
53,No,Travel_Rarely,1223,Research & Development,2,Medical,Female,50,5,Manager,3,Divorced,18606,18640,No,18,3,80,26,6,3,7,7,4
29,No,Travel_Rarely,942,Research & Development,1,Life Sciences,Female,69,1,Research Scientist,4,Married,2168,26933,Yes,18,3,80,6,2,2,5,4,1
22,Yes,Travel_Frequently,1256,Research & Development,4,Life Sciences,Male,48,1,Research Scientist,4,Married,2853,4223,Yes,11,3,80,1,5,3,0,0,0
46,No,Travel_Rarely,1402,Sales,3,Marketing,Female,69,4,Manager,1,Married,17048,24097,No,23,4,80,28,2,3,26,15,15
44,No,Non-Travel,111,Research & Development,3,Life Sciences,Male,74,1,Research Scientist,3,Single,2290,4279,No,13,3,80,6,3,3,0,0,0
33,No,Travel_Rarely,147,Human Resources,3,Human Resources,Male,99,1,Human Resources,3,Married,3600,8429,No,13,3,80,5,2,3,5,4,1
41,Yes,Non-Travel,906,Research & Development,2,Life Sciences,Male,95,1,Research Scientist,1,Divorced,2107,20293,No,17,3,80,5,2,1,1,0,0
30,No,Travel_Rarely,1329,Sales,4,Life Sciences,Male,61,2,Sales Executive,1,Divorced,4115,13192,No,19,3,80,8,3,3,4,3,0
40,No,Travel_Frequently,1184,Sales,4,Medical,Male,62,2,Sales Executive,2,Married,4327,25440,No,12,3,80,5,2,3,0,0,0
50,No,Travel_Frequently,1421,Research & Development,3,Medical,Female,30,4,Manager,1,Married,17856,9490,No,22,4,80,32,3,3,2,2,2
28,No,Travel_Rarely,1179,Research & Development,4,Medical,Male,78,1,Laboratory Technician,1,Married,3196,12449,No,12,3,80,6,2,3,6,5,3
46,No,Travel_Rarely,1450,Research & Development,2,Life Sciences,Male,52,5,Research Director,2,Married,19081,10849,No,11,3,80,25,2,3,4,2,0
35,No,Travel_Rarely,1361,Sales,4,Life Sciences,Male,94,2,Sales Executive,1,Married,8966,21026,Yes,15,3,80,15,2,3,7,7,1
24,Yes,Travel_Rarely,984,Research & Development,2,Life Sciences,Female,97,1,Laboratory Technician,2,Married,2210,3372,No,13,3,80,1,3,1,1,0,0
33,No,Travel_Frequently,1146,Sales,3,Medical,Female,82,2,Sales Executive,3,Married,4539,4905,No,12,3,80,10,3,2,10,7,0
36,No,Travel_Rarely,917,Research & Development,4,Life Sciences,Male,60,1,Laboratory Technician,3,Divorced,2741,6865,No,14,3,80,7,4,3,7,7,1
30,No,Travel_Rarely,853,Research & Development,4,Life Sciences,Male,49,2,Laboratory Technician,3,Divorced,3491,11309,No,13,3,80,10,4,2,10,7,8
44,No,Travel_Rarely,200,Research & Development,4,Other,Male,32,2,Research Scientist,4,Single,4541,7744,No,25,4,80,20,3,3,20,11,13
20,No,Travel_Rarely,654,Sales,3,Marketing,Male,43,1,Sales Representative,4,Single,2678,5050,No,17,3,80,2,2,3,2,1,2
46,No,Travel_Rarely,150,Research & Development,4,Technical Degree,Male,60,2,Manufacturing Director,4,Divorced,7379,17433,No,11,3,80,12,3,2,6,3,1
42,No,Non-Travel,179,Human Resources,5,Medical,Male,79,2,Human Resources,1,Married,6272,12858,No,16,3,80,10,3,4,4,3,0
60,No,Travel_Rarely,696,Sales,4,Marketing,Male,52,2,Sales Executive,4,Divorced,5220,10893,Yes,18,3,80,12,3,3,11,7,1
32,No,Travel_Frequently,116,Research & Development,3,Other,Female,77,1,Laboratory Technician,2,Married,2743,7331,No,20,4,80,2,2,3,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,Life Sciences,Female,38,2,Research Scientist,3,Single,4998,2338,Yes,14,3,80,10,2,3,8,7,0
36,No,Travel_Rarely,363,Research & Development,3,Technical Degree,Female,77,3,Manufacturing Director,1,Divorced,10252,4235,Yes,21,4,80,17,2,3,7,7,7
33,No,Travel_Rarely,117,Research & Development,3,Medical,Male,60,1,Research Scientist,4,Married,2781,6311,No,13,3,80,15,5,3,14,10,4
40,No,Travel_Rarely,107,Sales,3,Technical Degree,Female,84,2,Sales Executive,2,Divorced,6852,11591,No,12,3,80,7,2,4,5,1,1
25,No,Travel_Rarely,1356,Sales,4,Life Sciences,Male,57,2,Sales Executive,4,Single,4950,20623,No,14,3,80,5,4,3,4,3,1
30,No,Travel_Rarely,1465,Research & Development,3,Medical,Male,63,1,Research Scientist,2,Married,3579,9369,Yes,21,4,80,12,2,3,11,9,5
42,No,Travel_Frequently,458,Research & Development,5,Medical,Female,60,3,Research Director,1,Married,13191,23281,Yes,17,3,80,20,6,3,1,0,0
35,No,Non-Travel,1212,Sales,2,Marketing,Female,78,3,Sales Executive,4,Married,10377,13755,Yes,11,3,80,16,6,2,13,2,4
27,No,Travel_Rarely,1103,Research & Development,3,Life Sciences,Male,42,1,Research Scientist,1,Married,2235,14377,Yes,14,3,80,9,3,2,9,7,6
54,No,Travel_Frequently,966,Research & Development,4,Life Sciences,Female,53,3,Manufacturing Director,3,Divorced,10502,9659,No,17,3,80,33,2,1,5,4,1
44,No,Travel_Rarely,1117,Research & Development,1,Life Sciences,Female,72,1,Research Scientist,4,Married,2011,19982,No,13,3,80,10,5,3,10,5,7
19,Yes,Non-Travel,504,Research & Development,3,Medical,Female,96,1,Research Scientist,2,Single,1859,6148,Yes,25,4,80,1,2,4,1,1,0
29,No,Travel_Rarely,1010,Research & Development,3,Life Sciences,Female,97,1,Research Scientist,4,Divorced,3760,5598,No,15,3,80,3,5,3,3,2,1
54,No,Travel_Rarely,685,Research & Development,3,Life Sciences,Male,85,4,Research Director,4,Married,17779,23474,No,14,3,80,36,2,3,10,9,0
31,No,Travel_Rarely,1332,Research & Development,2,Medical,Male,80,2,Healthcare Representative,1,Married,6833,17089,Yes,12,3,80,6,2,2,6,5,0
31,No,Travel_Rarely,1062,Research & Development,3,Medical,Female,96,2,Healthcare Representative,1,Single,6812,17198,No,19,3,80,10,2,3,10,9,1
59,No,Travel_Rarely,326,Sales,3,Life Sciences,Female,48,2,Sales Executive,4,Single,5171,16490,No,17,3,80,13,2,3,6,1,0
43,No,Travel_Rarely,920,Research & Development,3,Life Sciences,Male,96,5,Research Director,4,Married,19740,18625,No,14,3,80,25,2,3,8,7,0
49,No,Travel_Rarely,1098,Research & Development,2,Medical,Male,85,5,Manager,3,Married,18711,12124,No,13,3,80,23,2,4,1,0,0
36,No,Travel_Frequently,469,Research & Development,3,Technical Degree,Male,46,1,Research Scientist,2,Married,3692,9256,No,12,3,80,12,2,2,11,10,0
48,No,Travel_Rarely,969,Research & Development,2,Technical Degree,Male,76,1,Laboratory Technician,2,Single,2559,16620,No,11,3,80,7,4,2,1,0,0
27,No,Travel_Rarely,1167,Research & Development,2,Life Sciences,Male,76,1,Research Scientist,3,Divorced,2517,3208,No,11,3,80,5,2,3,5,3,0
29,No,Travel_Rarely,1329,Research & Development,3,Life Sciences,Male,82,2,Healthcare Representative,4,Divorced,6623,4204,Yes,11,3,80,6,2,3,6,0,1
48,No,Travel_Rarely,715,Research & Development,3,Life Sciences,Male,76,5,Research Director,4,Single,18265,8733,No,12,3,80,25,3,4,1,0,0
29,No,Travel_Rarely,694,Research & Development,3,Life Sciences,Female,87,4,Research Director,4,Divorced,16124,3423,No,14,3,80,9,2,2,7,7,1
34,No,Travel_Rarely,1320,Research & Development,3,Technical Degree,Female,89,1,Research Scientist,3,Married,2585,21643,No,17,3,80,2,5,2,1,0,0
44,No,Travel_Rarely,1099,Sales,3,Marketing,Male,88,5,Manager,2,Married,18213,8751,No,11,3,80,26,5,3,22,9,3
33,No,Travel_Rarely,536,Sales,5,Marketing,Male,82,3,Sales Executive,3,Divorced,8380,21708,Yes,14,3,80,10,3,3,9,8,0
19,No,Travel_Rarely,265,Research & Development,3,Life Sciences,Female,57,1,Research Scientist,4,Single,2994,21221,Yes,12,3,80,1,2,3,1,0,0
23,No,Travel_Rarely,373,Research & Development,2,Life Sciences,Male,47,1,Research Scientist,3,Married,1223,16901,No,22,4,80,1,2,3,1,0,0
25,Yes,Travel_Frequently,599,Sales,1,Life Sciences,Male,73,1,Sales Representative,4,Single,1118,8040,Yes,14,3,80,1,4,3,1,0,1
26,No,Travel_Rarely,583,Research & Development,2,Life Sciences,Male,53,1,Research Scientist,4,Single,2875,9973,Yes,20,4,80,8,2,2,8,5,2
45,Yes,Travel_Rarely,1449,Sales,3,Marketing,Female,94,5,Manager,2,Single,18824,2493,Yes,16,3,80,26,2,3,24,10,1
55,No,Non-Travel,177,Research & Development,1,Medical,Male,37,4,Healthcare Representative,2,Divorced,13577,25592,Yes,15,3,80,34,3,3,33,9,15
21,Yes,Travel_Frequently,251,Research & Development,2,Life Sciences,Female,45,1,Laboratory Technician,3,Single,2625,25308,No,20,4,80,2,2,1,2,2,2
